Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category,resume_text_clean,skills_clean
R005633,"Education: Police Academy Experience: 6 years Skills: Python, Communication, Investigation, Ruby, Decision Making, Attention to Detail, P&L Management, Analysis",Police Academy,6,Python|Communication|Investigation|Ruby|Decision Making|Attention to Detail|P&L Management|Analysis|Problem Solving|Judgment,Detective,Law Enforcement,education police academy experience 6 years skills python communication investigation ruby decision making attention to detail p l management analysis,"['python', 'communication', 'investigation', 'ruby', 'decision making', 'attention to detail', 'p&l management', 'analysis', 'problem solving', 'judgment']"
R005634,"Education: Associate in Audio Engineering Experience: 4 years Skills: Problem Solving, Sound Design, Technical Skills, Audio Engineering, Precision, Equipment Knowledge, Kubernetes, Jupyter",Associate in Audio Engineering,4,Problem Solving|Sound Design|Technical Skills|Audio Engineering|Precision|Equipment Knowledge|Kubernetes|Jupyter,Sound Engineer,Entertainment & Media,education associate in audio engineering experience 4 years skills problem solving sound design technical skills audio engineering precision equipment knowledge kubernetes jupyter,"['problem solving', 'sound design', 'technical skills', 'audio engineering', 'precision', 'equipment knowledge', 'kubernetes', 'jupyter']"
R005635,"Education: Bachelor's in Project Management Experience: 3 years Skills: Communication, HTML, Project Management, Team Leadership, Figma, Risk Management, Budget Control, Security Architecture",Bachelor's in Project Management,3,Communication|HTML|Project Management|Team Leadership|Figma|Risk Management|Budget Control|Security Architecture|Power BI|CloudFormation|Timeline Management,Project Manager,Construction & Real Estate,education bachelor s in project management experience 3 years skills communication html project management team leadership figma risk management budget control security architecture,"['communication', 'html', 'project management', 'team leadership', 'figma', 'risk management', 'budget control', 'security architecture', 'power bi', 'cloudformation', 'timeline management']"
R005636,"Education: Bachelor's in IT Experience: 5 years Skills: Database Administration, Oracle Database, Performance Tuning, Critical Thinking, Figma, Backup Recovery, SQL, Security",Bachelor's in IT,5,Database Administration|Oracle Database|Performance Tuning|Critical Thinking|Figma|Backup Recovery|SQL|Security|Jupyter,Oracle DBA,Technology,education bachelor s in it experience 5 years skills database administration oracle database performance tuning critical thinking figma backup recovery sql security,"['database administration', 'oracle database', 'performance tuning', 'critical thinking', 'figma', 'backup recovery', 'sql', 'security', 'jupyter']"
R005637,"Education: Bachelor's in IT Experience: 2 years Skills: Penetration Testing, SQL, DAX, Strategic Planning, Data Visualization, Excel, Power BI, Dashboard Development",Bachelor's in IT,2,Penetration Testing|SQL|DAX|Strategic Planning|Data Visualization|Excel|Power BI|Dashboard Development,Power BI Developer,Data & Analytics,education bachelor s in it experience 2 years skills penetration testing sql dax strategic planning data visualization excel power bi dashboard development,"['penetration testing', 'sql', 'dax', 'strategic planning', 'data visualization', 'excel', 'power bi', 'dashboard development']"
R005638,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Product Knowledge, Compliance, Presentation, Communication, Technical Problem Solving, Customer Relations, Solution Design, Data Analysis",Bachelor's in Computer Science,2,Product Knowledge|Compliance|Presentation|Communication|Technical Problem Solving|Customer Relations|Solution Design|Data Analysis,Solutions Engineer,Technology,education bachelor s in computer science experience 2 years skills product knowledge compliance presentation communication technical problem solving customer relations solution design data analysis,"['product knowledge', 'compliance', 'presentation', 'communication', 'technical problem solving', 'customer relations', 'solution design', 'data analysis']"
R005639,"Education: Bachelor's in Communications Experience: 3 years Skills: Communication, Ethics, Source Development, Writing, Reporting, Swift, Research, Leadership",Bachelor's in Communications,3,Communication|Ethics|Source Development|Writing|Reporting|Swift|Research|Leadership,Journalist,Entertainment & Media,education bachelor s in communications experience 3 years skills communication ethics source development writing reporting swift research leadership,"['communication', 'ethics', 'source development', 'writing', 'reporting', 'swift', 'research', 'leadership']"
R005640,"Education: PhD Experience: 4 years Skills: Scientific Knowledge, Experimentation, Project Management, Research, Microservices, P&L Management, Problem Solving, Data Analysis",PhD,4,Scientific Knowledge|Experimentation|Project Management|Research|Microservices|P&L Management|Problem Solving|Data Analysis|Writing,Research Scientist,Research & Development,education phd experience 4 years skills scientific knowledge experimentation project management research microservices p l management problem solving data analysis,"['scientific knowledge', 'experimentation', 'project management', 'research', 'microservices', 'p&l management', 'problem solving', 'data analysis', 'writing']"
R005641,"Education: Trade School Experience: 4 years Skills: Problem Solving, Go, Troubleshooting, Diesel Engines, Equipment Knowledge, Technical Skills, Safety, Security Protocols",Trade School,4,Problem Solving|Go|Troubleshooting|Diesel Engines|Equipment Knowledge|Technical Skills|Safety|Security Protocols,Diesel Mechanic,Skilled Trades,education trade school experience 4 years skills problem solving go troubleshooting diesel engines equipment knowledge technical skills safety security protocols,"['problem solving', 'go', 'troubleshooting', 'diesel engines', 'equipment knowledge', 'technical skills', 'safety', 'security protocols']"
R005642,"Education: Culinary Certification Experience: 0 years Skills: Cooking, Node.js, Time Management, Creativity, Ruby, Food Safety, Kitchen Management, Recipe Development",Culinary Certification,0,Cooking|Node.js|Time Management|Creativity|Ruby|Food Safety|Kitchen Management|Recipe Development|Perl,Chef,Agriculture & Food,education culinary certification experience 0 years skills cooking node js time management creativity ruby food safety kitchen management recipe development,"['cooking', 'node.js', 'time management', 'creativity', 'ruby', 'food safety', 'kitchen management', 'recipe development', 'perl']"
R005643,"Education: Specialized Training Experience: 2 years Skills: 3D Graphics, Terraform, Java, App Testing, C#, SQL, AR/VR Platforms, Problem Solving",Specialized Training,2,3D Graphics|Terraform|Java|App Testing|C#|SQL|AR/VR Platforms|Problem Solving|Unity|Unreal Engine|Project Management,AR/VR Developer,Technology,education specialized training experience 2 years skills 3d graphics terraform java app testing c sql ar vr platforms problem solving,"['3d graphics', 'terraform', 'java', 'app testing', 'c#', 'sql', 'ar/vr platforms', 'problem solving', 'unity', 'unreal engine', 'project management']"
R005644,"Education: Bachelor's in Sports Management Experience: 1 years Skills: Leadership, AWS, Financial Management, Marketing, Adaptability, Security Architecture, Sports Management, Go",Bachelor's in Sports Management,1,Leadership|AWS|Financial Management|Marketing|Adaptability|Security Architecture|Sports Management|Go|Problem Solving|Communication,Sports Manager,Sports & Recreation,education bachelor s in sports management experience 1 years skills leadership aws financial management marketing adaptability security architecture sports management go,"['leadership', 'aws', 'financial management', 'marketing', 'adaptability', 'security architecture', 'sports management', 'go', 'problem solving', 'communication']"
R005645,"Education: Training Certification Experience: 3 years Skills: Communication, Jupyter, Curriculum Development, Leadership, Evaluation, Adaptability, Program Design, Instruction",Training Certification,3,Communication|Jupyter|Curriculum Development|Leadership|Evaluation|Adaptability|Program Design|Instruction,Training Manager,Education & Training,education training certification experience 3 years skills communication jupyter curriculum development leadership evaluation adaptability program design instruction,"['communication', 'jupyter', 'curriculum development', 'leadership', 'evaluation', 'adaptability', 'program design', 'instruction']"
R005646,"Education: UI Certification Experience: 2 years Skills: Visual Design, Creativity, Confluence, Security Protocols, Web Design, Pandas, Prototyping Tools, UI Principles",UI Certification,2,Visual Design|Creativity|Confluence|Security Protocols|Web Design|Pandas|Prototyping Tools|UI Principles|Design Systems|Figma,UI Designer,Creative & Design,education ui certification experience 2 years skills visual design creativity confluence security protocols web design pandas prototyping tools ui principles,"['visual design', 'creativity', 'confluence', 'security protocols', 'web design', 'pandas', 'prototyping tools', 'ui principles', 'design systems', 'figma']"
